total_cup_points,species,owner,country_of_origin,farm_name,mill,company,bag_weight_raw,bag_weight_unit,number_of_bags,region,producer,processing_method2,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
84.25,Arabica,manuel herrera juarez,Mexico,finca los barreales,finca los barreales,NA,1,kg,20,veracruz,MANUEL HERRERA JUAREZ,Washed / Wet,AMECAFE,2012,"April 9th, 2012",MANUEL HERRERA JUAREZ,Bourbon,Wet,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,0.12,0,0,Green,0,"April 9th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1170,1170,1170
84.25,Arabica,alfredo bojalil,Mexico,finca santa teresa,"la concordia, chiapas",ecomtrading,1,kg,250,"la concordia, chiapas",ERNST POHLENZ AGUILAR,Washed / Wet,AMECAFE,2012,"April 2nd, 2012",ALFREDO BOJALIL,Bourbon,Wet,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,0.1,0,0,Bluish-Green,4,"April 2nd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1400,1400,1400
84.25,Arabica,afca,Uganda,NA,bukonzo joint cfs,bukonzo joint cfs,60,kg,1,kasese,NA,Natural / Dry,Africa Fine Coffee Association,2012,"February 13th, 2012",AFCA,Other,Dry,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,0.13,4,0,Green,29,"February 12th, 2013",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700,1700,1700
84.17,Arabica,juan luis alvarado romero,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,san marcos,JORGE LEAL,Washed / Wet,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,0.13,0,0,Green,1,"June 1st, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700,1700,1700
84.17,Arabica,racafe & cia s.c.a,Colombia,NA,bachue,racafe & cia s.c.a,70,kg,250,huila,La Plata,Washed / Wet,Almacafé,2016,"August 19th, 2016",Racafe & Cia S.C.A,Caturra,Wet,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,0,0,0,Green,2,"August 19th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
84.17,Arabica,wayner jimenez,Costa Rica,los girasoles,los angeles micro-mill,exclusive coffee - costa rica,69,kg,150,tarrazu,Los Angeles Micro-Mill (Ricardo Calderón),Washed / Wet,Specialty Coffee Association of Costa Rica,2016,"August 19th, 2016",Wayner Jimenez,Caturra,Wet,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,0.09,0,0,Bluish-Green,2,"August 19th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1700,1700,1700
84.17,Arabica,juan luis alvarado romero,Guatemala,finca la joya,beneficio exportacafe agua santa,exportcafe,69,kg,275,huehuetenango,DARY COLMAN ALVARADO VILLATORO,Washed / Wet,Asociacion Nacional Del Café,2016,"June 23rd, 2016",Juan Luis Alvarado Romero,Caturra,Wet,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,0.11,0,0,Green,6,"June 23rd, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1116.7872,1116.7872,1116.7872
84.17,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,beneficio palinsa,cafcom,69,kg,377,solola,FERNANDO FAHSEN,Washed / Wet,Asociacion Nacional Del Café,2016,"June 1st, 2016",Juan Luis Alvarado Romero,Caturra,Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,0.1,0,1,Green,10,"June 1st, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1565,1565,1565
84.17,Arabica,juan luis alvarado romero,Guatemala,chapultepec,beneficio ixchel,"unex guatemala, s.a.",69,kg,130,norte,CHAPULTEPEC,Washed / Wet,Asociacion Nacional Del Café,2016,"June 1st, 2016",Juan Luis Alvarado Romero,Bourbon,Wet,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,0.1,0,0,Green,2,"June 1st, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,3280,3280,3280
84.17,Arabica,racafe & cia s.c.a,Colombia,NA,NA,racafe & cia s.c.a,70,kg,275,huila,La Plata,Washed / Wet,Almacafé,2015,"August 18th, 2015",Racafe & Cia S.C.A,Caturra,Wet,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,0,0,0,Bluish-Green,0,"August 17th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
84.17,Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,beneficio humedo,cooperativa el gorrion r.l,2,kg,275,jinotega,COOPERATIVA EL GORRION RL,Natural / Dry,Specialty Coffee Association of Costa Rica,2015,"August 3rd, 2015",COOPERATIVA EL GORRION R.L,Caturra,Dry,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,0.12,0,0,Bluish-Green,0,"August 2nd, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,900,1100,1000
84.17,Arabica,cafebras,Brazil,pantano,via seca,cafebras comercio de cafés do brasil sa,59,kg,305,cerrado,MAURO GALHERI,Natural / Dry,Brazil Specialty Coffee Association,2015,"April 24th, 2015",Cafebras,Catuai,Dry,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,0,0,0,NA,16,"April 23rd, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1150,1150,1150
84.17,Arabica,"ceca, s.a.",Costa Rica,gamboa,beneficio montañas del diamante,"ceca,s.a.",69,kg,320,tarrazu,Martin Gutierrez,Washed / Wet,Specialty Coffee Ass,2014,"April 10th, 2015","CECA,S.A.",Caturra,Wet,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,0,0,0,Blue-Green,0,"April 9th, 2016",Specialty Coffee Association of Costa Rica,528ec9cf40c1bab91ce8fae8e80c50f46627d2c6,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850,1850,1850
84.17,Arabica,asefa dukamo keroma,Ethiopia,asefa dukamo coffee plantation,gudmale,asefa dukamo coffee plantetion,60,kg,320,snnprg; kafa; telo woreda; shada kebele,Tariku Oljira,Natural / Dry,METAD Agricultural Development plc,2014,"March 26th, 2015",Asefa Dukamo Keroma,Gesha,Dry,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,0.1,0,0,Green,5,"March 25th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1545,1668,1606.5
84.17,Arabica,selian coffee estate,"Tanzania, United Republic Of",selian coffee estate,selian coffee estate,selian coffee estate,60,kg,10,arusha,Selian Coffee Estate,Washed / Wet,Africa Fine Coffee Association,2014,"December 12th, 2014",Selian Coffee Estate,Other,Wet,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,0.13,0,0,Green,0,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1400,1400,1400
84.17,Arabica,olam agro colombia,Colombia,NA,trilladora asia,olam international ltd,1,kg,250,huila,NA,Washed / Wet,Almacafé,2014/2015,"October 15th, 2014",Olam Agro Colombia,Other,Wet,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,0.12,0,0,Green,4,"October 15th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1530,1530,1530
84.17,Arabica,chris finch,Guatemala,NA,NA,volcafe specialty coffee,5,lbs,275,NA,NA,Washed / Wet,Specialty Coffee Association,2013,"July 16th, 2014",Chris Finch,NA,Wet,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,0.11,0,0,Bluish-Green,0,"July 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
84.17,Arabica,itochu corporation,Kenya,NA,NA,taylor winch (coffee) ltd,18000,kg,300,kenya,NA,Washed / Wet,Kenya Coffee Traders Association,2013,"November 7th, 2013",ITOCHU Corporation,SL28,Wet,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,0.08,0,0,Green,0,"November 7th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1,500,250.5
84.17,Arabica,owen carver,Brazil,café do paraíso,café do paraíso,café do paraíso,2,kg,1,"minas gerais, br",Café do Paraíso,Natural / Dry,Specialty Coffee Association,2012,"May 20th, 2013",Owen Carver,Mundo Novo,Dry,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,0.11,0,0,Green,3,"May 20th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,894,1183,1038.5
84.17,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,"AGRICOLA MONTE VERDE, S.A.",Washed / Wet,Asociacion Nacional Del Café,2013,"May 9th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,0.11,0,0,Green,4,"May 9th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
84.17,Arabica,atlantic specialty coffee,El Salvador,el majahual,j. hill y cia,atlantic specialty coffee,2,kg,275,apaneca,Aida Batlle,Natural / Dry,Specialty Coffee Association,2013,"March 18th, 2013",Atlantic Specialty Coffee,Bourbon,Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,0.11,0,0,Bluish-Green,2,"March 18th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500,1500,1500
84.17,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,NA,Washed / Wet,Almacafé,2012,"October 19th, 2012",Exportadora de Cafe Condor S.A,Caturra,Wet,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,0,0,0,Green,2,"October 19th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
84.17,Arabica,juan luis alvarado romero,Guatemala,el limon,beneficio serben,unicafe,1,kg,275,guatemala,WILLIAM ESTUARDO MARTINEZ PACHECO,Natural / Dry,Asociacion Nacional Del Café,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Catuai,Dry,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,0.11,0,0,Bluish-Green,2,"March 26th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
84.17,Arabica,afca,Uganda,NA,great lakes coffee,great lakes coffee,60,kg,320,mt. rwenzori,NA,Washed / Wet,Africa Fine Coffee Association,2012,"February 13th, 2012",AFCA,Other,Wet,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,0.11,0,0,Green,1,"February 12th, 2013",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1500,1700,1600
84.13,Arabica,pt.royal pacific indah international,Indonesia,"mus, eman",dry mill or hulling facility,pt. royal pacific indah international,2,kg,2,aceh tengah,ANTON GAYO,Natural / Dry,Specialty Coffee Association of Indonesia,2017,"May 24th, 2017",PT.ROYAL PACIFIC INDAH INTERNATIONAL,Mandheling,Dry,7.81,7.88,7.56,7.75,7.63,7.75,10,10,10,7.75,0.12,0,0,Bluish-Green,0,"May 24th, 2018",Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m,NA,NA,NA
84.08,Arabica,carcafe ltda ci,Colombia,NA,neiva,carcafe ltda,70,kg,275,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,Washed / Wet,Almacafé,2017 / 2018,"November 9th, 2017",CARCAFE LTDA CI,Caturra,Wet,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,0,1,3,Green,3,"November 9th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
84.08,Arabica,"lin, che-hao krude 林哲豪",Taiwan,chang yu liang 張玉良,chang yu liang 張玉良,taiwan coffee laboratory,20,kg,10,"nanxi dist., tainan city 臺南市楠西區",CHANG YU LIANG 張玉良,Washed / Wet,Specialty Coffee Association,2016,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Wet,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,0.1,0,0,Bluish-Green,4,"May 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,968,968,968
84.08,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,oriente,MARGARITA AVILA DE NUYENS,Washed / Wet,Asociacion Nacional Del Café,2016,"April 27th, 2016",Juan Luis Alvarado Romero,Bourbon,Wet,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,0.1,0,0,Green,4,"April 27th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
84.08,Arabica,racafe & cia s.c.a,Colombia,NA,NA,racafe & cia s.c.a,70,kg,200,huila,La Plata,Washed / Wet,Almacafé,2014,"November 5th, 2014",Racafe & Cia S.C.A,Caturra,Wet,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,0,0,0,NA,2,"November 5th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
84.08,Arabica,lusso lab,Guatemala,aprocafi,NA,lusso coffee lab,2,kg,1,"aldea xeucalvitz, ixil region, quiche department",Asociacion de Productores de Cafe de la Region Ixil,Washed / Wet,Specialty Coffee Association,2014,"June 16th, 2014",LUSSO LAB,Bourbon,Wet,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,0.1,0,0,Bluish-Green,10,"June 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1550,1550,1550
84.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,14,kona,NA,Natural / Dry,Specialty Coffee Association,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10,10,8,0.11,1,0,Green,9,"January 24th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
84.08,Arabica,andres martinez leon,Mexico,la lagunilla,agroindustrias unidas de mexico,NA,1,kg,300,santo domingo cacalotepec,ANDRES MARTINEZ LEON,Washed / Wet,AMECAFE,2012,"September 4th, 2012",ANDRES MARTINEZ LEON,Typica,Wet,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,0.11,1,0,Green,10,"September 4th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1480,1480,1480
84.08,Arabica,steven kil,Ethiopia,NA,NA,the specialty coffee appraisers institute of asia,60,kg,100,"ethiopia, sidamo",NA,Natural / Dry,Specialty Coffee Association,2012,"August 17th, 2012",Steven Kil,Other,Dry,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,0.09,0,0,NA,15,"August 17th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1800,1800,1800
84,Arabica,amanda powers,Costa Rica,NA,"exclusive coffees s.a,",thrive farmers,150,lbs,275,NA,NA,Washed / Wet,Specialty Coffee Association,2017,"January 11th, 2018",Amanda Powers,NA,Wet,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,0.08,1,2,None,13,"January 11th, 2019",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
84,Arabica,kyagalanyi coffee ltd,Ethiopia,kerchanshe,kerchanshe,kyagalanyi coffee ltd,60,kg,320,sidamo,Kerchanshe Trading P.L.C,Natural / Dry,Uganda Coffee Development Authority,2017,"June 5th, 2017",Kyagalanyi Coffee Ltd,Gesha,Dry,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,0.11,3,11,Green,1,"June 5th, 2018",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1800,1800,1800
84,Arabica,bismarck castro,Honduras,las cuchillas,cigrah s.a de c.v.,cigrah s.a de c.v,66,kg,275,comayagua,Nahun Maldonado,Washed / Wet,Instituto Hondureño del Café,2017,"May 11th, 2017",Bismarck Castro,Caturra,Wet,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,0.1,0,0,Green,5,"May 11th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500,1500,1500
84,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,beneficio exportacafe agua santa,exportcafe,69,kg,275,huehuetenango,OTONIEL VILLATORO LOPEZ,Washed / Wet,Asociacion Nacional Del Café,2015,"June 10th, 2015",Juan Luis Alvarado Romero,Caturra,Wet,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,0.12,0,0,Green,7,"June 9th, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1658.112,1755.648,1706.88
84,Arabica,olam agro colombia,Colombia,NA,trilladora asia,olam international ltd,1,kg,250,huila,NA,Washed / Wet,Almacafé,2014/2015,"December 18th, 2014",Olam Agro Colombia,Other,Wet,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,0.11,2,0,Green,7,"December 18th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1600,1600
84,Arabica,juan luis alvarado romero,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,AMILCAR LAPOLA,Natural / Dry,Asociacion Nacional Del Café,2014,"August 8th, 2014",Juan Luis Alvarado Romero,Bourbon,Dry,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,0.1,0,0,Green,1,"August 8th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
84,Arabica,juan luis alvarado romero,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,AMILCAR LAPOLA,Other,Asociacion Nacional Del Café,2014,"June 27th, 2014",Juan Luis Alvarado Romero,Bourbon,Other,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,0.1,0,0,Green,0,"June 27th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
84,Arabica,olam agro colombia,Colombia,NA,trilladora asia,olam international ltd,1,kg,250,huila,NA,Washed / Wet,Almacafé,2014,"May 27th, 2014",Olam Agro Colombia,NA,Wet,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,7.83,0.12,0,0,Green,0,"May 27th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1480,1480,1480
84,Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,trilladora agricola,ecom cca sa,70,kg,250,santander,NA,Natural / Dry,Almacafé,2014,"May 27th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Dry,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,7.67,0.12,0,0,Green,0,"May 27th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1450,1450,1450
84,Arabica,racafe & cia s.c.a,Colombia,NA,NA,racafe & cia s.c.a,70,kg,138,huila,La Plata,Washed / Wet,Almacafé,2014,"April 8th, 2014",Racafe & Cia S.C.A,Caturra,Wet,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,0.12,0,0,Green,3,"April 8th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
84,Arabica,lusso lab,Ethiopia,NA,NA,lusso coffee lab,60,kg,50,sidamo,NA,Natural / Dry,Specialty Coffee Association,2013,"January 17th, 2014",LUSSO LAB,Other,Dry,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,7.83,0.09,4,0,Green,40,"January 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1550,1550,1550
84,Arabica,ipanema coffees,Brazil,fazenda rio verde,ipanema coffees,ipanema coffees,60,kg,320,south of minas,Ipanema Coffees,Natural / Dry,Specialty Coffee Association,2013/2014,"January 2nd, 2014",Ipanema Coffees,Yellow Bourbon,Dry,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,0.1,0,0,Green,0,"January 2nd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1260,1260,1260
84,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,270,cauca,NA,Washed / Wet,Almacafé,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Wet,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,7.67,0.11,0,0,Green,1,"June 21st, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1700,1700,1700
84,Arabica,ibero kenya limited,Kenya,NA,nkg/ck/hc/ss/kccm,ibero kenya limited,60,kg,300,blend,Blend of various producers,Washed / Wet,Kenya Coffee Traders Association,2012,"March 8th, 2013",Ibero Kenya Limited,SL34,Wet,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,0,0,0,Green,2,"March 8th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1200,1200,1200
84,Arabica,doi tung development project,Thailand,doi tung development project,doi tung development project,mae fah luang foundation,1,kg,2,thailand,Doi Tung Development Project,Washed / Wet,Specialty Coffee Association,2012,"June 21st, 2012",Doi Tung Development Project,Other,Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,0.12,0,0,Green,0,"June 21st, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
84,Arabica,taylor winch (coffee) ltd.,Kenya,-,NA,taylor winch (coffee) ltd,9000,kg,150,central kenya,-,Washed / Wet,Kenya Coffee Traders Association,2012,"May 31st, 2012",Taylor Winch (Coffee) Ltd.,SL28,Wet,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,7.67,0,0,0,Bluish-Green,0,"May 31st, 2013",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1650,1650,1650
84,Arabica,afca,Uganda,NA,bukonzo joint cfs,bukonzo joint cfs,60,kg,320,kasese,NA,Washed / Wet,Africa Fine Coffee Association,2012,"February 13th, 2012",AFCA,Other,Wet,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,7.58,0.1,10,0,Green,26,"February 12th, 2013",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700,1700,1700
83.92,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,60,kg,320,south of minas,Ipanema Agricola S.A,Natural / Dry,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Dry,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,0,0,0,Green,3,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890,890,890
83.92,Arabica,cafes tomari sa de cv,Mexico,cafetal,cafes tomari sa de cv,cafes tomari sa de cv,69,kg,200,veracruz,CAFES TOMARI SA DE CV,Washed / Wet,Centro Agroecológico del Café A.C.,2017,"July 3rd, 2017",CAFES TOMARI SA DE CV,Mundo Novo,Wet,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,0.11,0,0,Green,5,"July 3rd, 2018",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1300,1300,1300
