total_cup_points,species,country_of_origin,farm_name,mill,company,bag_weight_raw,bag_weight_unit,number_of_bags,region,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance
84.5,Arabica,China,menglian ban’an coffee processing factory,menglian ban’an coffee processing factory,yunnan coffee exchange,60,kg,3,yunnan,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Wet,7.75,7.92,7.67,7.83,7.75,7.67
84.5,Arabica,Costa Rica,coopetarrazú,coopetarrazú,coopetarrazú.r.l,1,lbs,250,tarrazu,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Wet,7.92,7.83,7.83,7.83,7.58,7.58
84.5,Arabica,Colombia,NA,cauca,federacion nacional de cafeteros,2,kg,275,cauca,2015/2016,"June 5th, 2015",Federacion Nacional de Cafeteros,Other,Wet,8.08,7.67,7.83,7.83,7.67,7.67
84.5,Arabica,China,"puer jiangcheng fuwang coffee biotechnology co., ltd","puer jiangcheng fuwang coffee biotechnology co., ltd","puer jiangcheng fuwang coffee biotechnology co., ltd",2,kg,1,yunnan,2013,"June 16th, 2014",Eric Wu,Other,Wet,7.67,8,7.75,7.83,7.75,7.58
84.5,Arabica,Guatemala,el sacramento,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,8.17,7.83,7.67,7.83,7.67,7.83
84.5,Arabica,Kenya,rumukia farmers,sasini,dream together co. ltd,60,kg,235,nyeri,2012,"September 16th, 2012",Dream Together,SL28,Wet,7.92,7.83,7.67,8,7.67,7.75
84.5,Arabica,Mexico,la barranca,hustusco,NA,1,kg,56,hustusco,2012,"July 11th, 2012",MARIA IMELDA USCANGA MARTINEZ,Typica,Wet,8,7.92,7.42,8.08,7.5,7.67
84.5,Arabica,Mexico,finca el retiro,agroindustrias unidas de mexico,ecomtrading,1,kg,250,jaltenango,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Wet,7.92,7.83,7.75,7.75,7.75,7.83
84.5,Arabica,Guatemala,nueva granada,beneficio nueva granada,"transcafe, s.a",69,kg,250,"el tumbador, san marcos",2012,"February 16th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.67,8,7.67,8,7.5,7.83
84.42,Arabica,Costa Rica,several farmers,beneficio san diego,beneficios volcafé costa rica,69,kg,275,tarrazu,2016,"March 23rd, 2017",Max Gurdian,Caturra,Wet,7.58,7.83,7.83,8,7.67,7.58
84.42,Arabica,Indonesia,darmawi,dry mill,pt. olam indonesia,30,kg,200,sumatra brastagi,2017,"March 14th, 2017",Aulia Arif Syahri,Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83
84.42,Arabica,Colombia,NA,neiva,carcafe ltda,35,kg,304,pitalito,2015/2016,"January 25th, 2016",CARCAFE LTDA CI,Caturra,Dry,7.92,7.83,7.75,7.67,7.92,7.67
84.42,Arabica,Colombia,NA,NA,racafe & cia s.c.a,70,kg,275,huila,2014,"July 9th, 2014",Racafe & Cia S.C.A,Caturra,Wet,7.92,7.75,7.67,7.92,7.67,7.75
84.42,Arabica,Taiwan,tropica galliard,tropica galliard,tropica galliard,2,kg,2,"mountain ali, taiwan",2012,"July 10th, 2013",Kao Ming Lee,Typica,Wet,7.83,7.83,7.75,8,7.5,7.75
84.42,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,5,kona,2012,"January 21st, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.92,7.92,7.5,7.83,7.5,7.92
84.42,Arabica,Mexico,finca la chiripa,finca hamburgo,finca hamburgo,1,kg,69,tapachula,2012,"June 6th, 2012",MARIA AMALIA GUADALUPE TORIELLO ELORZA,Pacamara,Wet,7.75,7.92,7.75,7.67,7.83,7.67
84.33,Arabica,Kenya,kigwandi,central kenya coffee mills,c dorman ltd,60,kg,150,nyeri,2017 / 2018,"August 3rd, 2017",Lydiah Mwangi,SL28,Wet,7.33,7.58,7.83,7.75,7.75,7.92
84.33,Arabica,Colombia,NA,san josé / neiva,skn caribecafe ltda,70,kg,275,huila,2016,"February 20th, 2017",Raúl Vargas,Caturra,Wet,7.58,7.75,7.5,7.83,7.67,8.5
84.33,Arabica,Honduras,los hicaques,dry mill,cigrah s.a de c.v,69,kg,275,central region,2016,"April 4th, 2016",Bismarck Castro,Catuai,Wet,7.58,7.92,7.58,7.75,7.92,7.75
84.33,Arabica,Colombia,NA,neiva,carcafe ltda,70,kg,250,huila,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Dry,7.75,7.67,8,7.67,8.08,7.83
84.33,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,275,huila,2013,"July 19th, 2013",Exportadora de Cafe Condor S.A,Caturra,Wet,7.75,7.58,7.33,7.83,7.58,8.08
84.33,Arabica,Mexico,la distancia,la distancia,NA,80,kg,100,tuxtla gutierrez,2012,"July 27th, 2012",VICTOR HUGO MELCHOR CORDOVA,Typica,Wet,8,7.75,7.75,7.83,7.5,7.67
84.25,Arabica,Taiwan,馨晴咖啡 good mood coffee,馨晴咖啡 good mood coffee,taiwan coffee laboratory,5,kg,10,國姓鄉 guoshing township,2016,"August 10th, 2017","Lin, Che-Hao Krude 林哲豪",Typica,Wet,7.92,7.75,7.75,7.67,7.67,7.83
84.25,Arabica,Thailand,matsuzawa coffee,matsuzawa coffee,matsuzawa coffee,25,kg,20,chiang rai thailand,2015,"November 2nd, 2016",松澤宏樹 Koju Matsuzawa,Catimor,Dry,7.83,7.75,7.75,7.42,7.83,7.67
84.25,Arabica,Colombia,NA,pasto,carcafe ltda,70,kg,275,nariño,2016,"August 5th, 2016",CARCAFE LTDA CI,Caturra,Dry,7.83,7.58,7.75,7.58,7.67,8
84.25,Arabica,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",69,kg,230,antigua,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Caturra,Wet,7.75,7.75,7.58,7.92,7.75,7.75
84.25,Arabica,Guatemala,finca san vicente,beneficio exportacafe agua santa,exportcafe,69,kg,275,huehuetenango,2015,"April 6th, 2016",Juan Luis Alvarado Romero,Caturra,Wet,7.75,7.92,7.5,8.08,7.58,7.67
84.25,Arabica,China,menglian county nayun town mangzhang coffee farm,menglian county nayun town mangzhang coffee farm,yunnan coffee exchange,60,kg,3,yunnan,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Dry,7.83,7.83,7.58,7.75,7.75,7.75
84.25,Arabica,Colombia,NA,NA,racafe & cia s.c.a,70,kg,275,huila,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Wet,7.67,7.67,7.75,7.75,7.67,7.92
84.25,Arabica,Colombia,NA,NA,racafe & cia s.c.a,70,kg,248,huila,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Wet,7.83,7.67,7.75,7.58,7.92,7.75
84.25,Arabica,Colombia,NA,cauca,federacion nacional de cafeteros,2,kg,275,cauca,2015/2016,"June 5th, 2015",Federacion Nacional de Cafeteros,Other,Wet,7.83,7.75,7.83,7.58,7.67,7.75
84.25,Arabica,Colombia,NA,neiva,carcafe ltda,70,kg,250,huila,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Dry,7.42,7.67,7.83,7.75,7.92,7.83
84.25,Arabica,"Tanzania, United Republic Of",jacksom mwasenga,tembo coffee company ltd,tembo coffee company ltd,60,kg,10,shizingo village,2014,"December 12th, 2014",Tembo Coffee Company Ltd,Other,Wet,7.83,7.67,7.75,7.83,7.67,7.67
84.25,Arabica,"Tanzania, United Republic Of",suma jkt itende,taylor winch (t) ltd,taylor winch (t) ltd,60,kg,65,mbeya,2014,"December 12th, 2014",Taylor Winch (T) Ltd,Other,Wet,7.83,7.75,7.75,7.75,7.67,7.75
84.25,Arabica,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2014,"August 21st, 2014",Juan Luis Alvarado Romero,Bourbon,Other,7.83,7.83,7.5,7.92,7.58,7.75
84.25,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,cauca,2013,"October 1st, 2013",Exportadora de Cafe Condor S.A,Caturra,Wet,7.58,7.5,7.75,7.83,7.92,7.83
84.25,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,7,kona,2012,"December 11th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.33,7.92,7.92,7.92,7.92,8.08
84.25,Arabica,Mexico,pante carajillo,"san pedro cotzilnam, municipio de aldama, chiapas",carajillo café sa de cv,1,kg,10,san pedro cotzilnam,2012,"September 11th, 2012",JESUS SALAZAR VELASCO,Typica,Semi-washed,7.83,7.92,7.67,7.83,7.5,7.75
84.25,Arabica,Mexico,finca los barreales,finca los barreales,NA,1,kg,20,veracruz,2012,"April 9th, 2012",MANUEL HERRERA JUAREZ,Bourbon,Wet,7.83,7.83,7.75,7.67,7.83,7.58
84.25,Arabica,Mexico,finca santa teresa,"la concordia, chiapas",ecomtrading,1,kg,250,"la concordia, chiapas",2012,"April 2nd, 2012",ALFREDO BOJALIL,Bourbon,Wet,7.83,7.92,7.67,7.75,7.5,7.75
84.25,Arabica,Uganda,NA,bukonzo joint cfs,bukonzo joint cfs,60,kg,1,kasese,2012,"February 13th, 2012",AFCA,Other,Dry,8.17,7.75,7.58,7.67,7.83,7.58
84.17,Arabica,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,san marcos,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.75,7.83,7.58,7.83,7.67,7.75
84.17,Arabica,Colombia,NA,bachue,racafe & cia s.c.a,70,kg,250,huila,2016,"August 19th, 2016",Racafe & Cia S.C.A,Caturra,Wet,7.83,7.75,7.58,7.67,7.75,7.83
84.17,Arabica,Costa Rica,los girasoles,los angeles micro-mill,exclusive coffee - costa rica,69,kg,150,tarrazu,2016,"August 19th, 2016",Wayner Jimenez,Caturra,Wet,7.92,7.75,7.67,7.67,7.5,7.67
84.17,Arabica,Guatemala,finca la joya,beneficio exportacafe agua santa,exportcafe,69,kg,275,huehuetenango,2016,"June 23rd, 2016",Juan Luis Alvarado Romero,Caturra,Wet,7.75,7.75,7.58,8,7.67,7.83
84.17,Arabica,Guatemala,santo tomas pachuj,beneficio palinsa,cafcom,69,kg,377,solola,2016,"June 1st, 2016",Juan Luis Alvarado Romero,Caturra,Wet,7.75,7.92,7.58,7.92,7.67,7.67
84.17,Arabica,Guatemala,chapultepec,beneficio ixchel,"unex guatemala, s.a.",69,kg,130,norte,2016,"June 1st, 2016",Juan Luis Alvarado Romero,Bourbon,Wet,7.58,7.83,7.58,7.83,7.83,7.67
84.17,Arabica,Colombia,NA,NA,racafe & cia s.c.a,70,kg,275,huila,2015,"August 18th, 2015",Racafe & Cia S.C.A,Caturra,Wet,8,7.5,7.5,7.67,8,7.83
84.17,Arabica,Nicaragua,las nubes,beneficio humedo,cooperativa el gorrion r.l,2,kg,275,jinotega,2015,"August 3rd, 2015",COOPERATIVA EL GORRION R.L,Caturra,Dry,7.67,7.83,7.83,7.5,7.67,7.83
84.17,Arabica,Brazil,pantano,via seca,cafebras comercio de cafés do brasil sa,59,kg,305,cerrado,2015,"April 24th, 2015",Cafebras,Catuai,Dry,7.67,7.75,7.75,7.67,7.83,7.75
84.17,Arabica,Costa Rica,gamboa,beneficio montañas del diamante,"ceca,s.a.",69,kg,320,tarrazu,2014,"April 10th, 2015","CECA,S.A.",Caturra,Wet,7.67,7.75,7.67,7.75,7.5,8
84.17,Arabica,Ethiopia,asefa dukamo coffee plantation,gudmale,asefa dukamo coffee plantetion,60,kg,320,snnprg; kafa; telo woreda; shada kebele,2014,"March 26th, 2015",Asefa Dukamo Keroma,Gesha,Dry,7.5,7.92,7.58,7.83,7.75,7.83
84.17,Arabica,"Tanzania, United Republic Of",selian coffee estate,selian coffee estate,selian coffee estate,60,kg,10,arusha,2014,"December 12th, 2014",Selian Coffee Estate,Other,Wet,7.92,7.75,7.75,7.75,7.75,7.58
84.17,Arabica,Colombia,NA,trilladora asia,olam international ltd,1,kg,250,huila,2014/2015,"October 15th, 2014",Olam Agro Colombia,Other,Wet,7.67,7.5,7.67,7.42,7.83,8.58
84.17,Arabica,Guatemala,NA,NA,volcafe specialty coffee,5,lbs,275,NA,2013,"July 16th, 2014",Chris Finch,NA,Wet,7.67,7.75,7.67,7.75,7.75,7.75
84.17,Arabica,Kenya,NA,NA,taylor winch (coffee) ltd,18000,kg,300,kenya,2013,"November 7th, 2013",ITOCHU Corporation,SL28,Wet,7.58,7.75,7.75,7.75,7.75,7.83
84.17,Arabica,Brazil,café do paraíso,café do paraíso,café do paraíso,2,kg,1,"minas gerais, br",2012,"May 20th, 2013",Owen Carver,Mundo Novo,Dry,7.58,7.83,7.75,7.67,7.67,8
84.17,Arabica,Guatemala,la union monte verde,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"May 9th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.92,7.75,7.67,7.67,7.83,7.92
84.17,Arabica,El Salvador,el majahual,j. hill y cia,atlantic specialty coffee,2,kg,275,apaneca,2013,"March 18th, 2013",Atlantic Specialty Coffee,Bourbon,Dry,8.42,8.08,7.5,7.17,7.58,8.17
84.17,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,2012,"October 19th, 2012",Exportadora de Cafe Condor S.A,Caturra,Wet,7.75,7.75,7.75,7.75,7.83,7.75
84.17,Arabica,Guatemala,el limon,beneficio serben,unicafe,1,kg,275,guatemala,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Catuai,Dry,7.83,7.5,7.5,8,7.83,7.83
84.17,Arabica,Uganda,NA,great lakes coffee,great lakes coffee,60,kg,320,mt. rwenzori,2012,"February 13th, 2012",AFCA,Other,Wet,7.83,7.75,7.5,7.83,7.83,7.75
84.13,Arabica,Indonesia,"mus, eman",dry mill or hulling facility,pt. royal pacific indah international,2,kg,2,aceh tengah,2017,"May 24th, 2017",PT.ROYAL PACIFIC INDAH INTERNATIONAL,Mandheling,Dry,7.81,7.88,7.56,7.75,7.63,7.75
84.08,Arabica,Colombia,NA,neiva,carcafe ltda,70,kg,275,huila,2017 / 2018,"November 9th, 2017",CARCAFE LTDA CI,Caturra,Wet,7.83,7.5,7.42,7.5,7.83,8.5
84.08,Arabica,Taiwan,chang yu liang 張玉良,chang yu liang 張玉良,taiwan coffee laboratory,20,kg,10,"nanxi dist., tainan city 臺南市楠西區",2016,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Wet,7.58,7.67,7.67,7.67,7.75,7.83
84.08,Arabica,Guatemala,la esperanza y anexos,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,oriente,2016,"April 27th, 2016",Juan Luis Alvarado Romero,Bourbon,Wet,8,7.75,7.5,7.58,7.92,7.67
84.08,Arabica,Colombia,NA,NA,racafe & cia s.c.a,70,kg,200,huila,2014,"November 5th, 2014",Racafe & Cia S.C.A,Caturra,Wet,7.92,7.75,7.67,7.75,7.67,7.67
84.08,Arabica,Guatemala,aprocafi,NA,lusso coffee lab,2,kg,1,"aldea xeucalvitz, ixil region, quiche department",2014,"June 16th, 2014",LUSSO LAB,Bourbon,Wet,7.58,7.75,7.67,8,7.75,7.67
84.08,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,14,kona,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.83,7.75,7.83,7.83,7.42,8.08
84.08,Arabica,Mexico,la lagunilla,agroindustrias unidas de mexico,NA,1,kg,300,santo domingo cacalotepec,2012,"September 4th, 2012",ANDRES MARTINEZ LEON,Typica,Wet,7.67,7.75,7.67,7.75,7.67,7.75
84.08,Arabica,Ethiopia,NA,NA,the specialty coffee appraisers institute of asia,60,kg,100,"ethiopia, sidamo",2012,"August 17th, 2012",Steven Kil,Other,Dry,7.92,7.92,7.83,8,7.92,7.92
84,Arabica,Costa Rica,NA,"exclusive coffees s.a,",thrive farmers,150,lbs,275,NA,2017,"January 11th, 2018",Amanda Powers,NA,Wet,7.58,7.75,7.67,7.75,7.83,7.75
84,Arabica,Ethiopia,kerchanshe,kerchanshe,kyagalanyi coffee ltd,60,kg,320,sidamo,2017,"June 5th, 2017",Kyagalanyi Coffee Ltd,Gesha,Dry,7.83,7.75,7.67,7.75,7.33,7.75
84,Arabica,Honduras,las cuchillas,cigrah s.a de c.v.,cigrah s.a de c.v,66,kg,275,comayagua,2017,"May 11th, 2017",Bismarck Castro,Caturra,Wet,7.42,7.83,7.75,7.92,7.75,7.58
84,Arabica,Guatemala,finca los cerros y anexos,beneficio exportacafe agua santa,exportcafe,69,kg,275,huehuetenango,2015,"June 10th, 2015",Juan Luis Alvarado Romero,Caturra,Wet,7.67,7.83,7.58,7.92,7.75,7.67
84,Arabica,Colombia,NA,trilladora asia,olam international ltd,1,kg,250,huila,2014/2015,"December 18th, 2014",Olam Agro Colombia,Other,Wet,7.67,7.67,7.83,7.58,7.58,7.83
84,Arabica,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2014,"August 8th, 2014",Juan Luis Alvarado Romero,Bourbon,Dry,7.92,7.67,7.42,7.92,7.75,7.83
84,Arabica,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2014,"June 27th, 2014",Juan Luis Alvarado Romero,Bourbon,Other,7.75,7.83,7.5,7.83,7.58,7.67
84,Arabica,Colombia,NA,trilladora asia,olam international ltd,1,kg,250,huila,2014,"May 27th, 2014",Olam Agro Colombia,NA,Wet,7.67,7.75,7.67,7.67,7.67,7.75
84,Arabica,Colombia,NA,trilladora agricola,ecom cca sa,70,kg,250,santander,2014,"May 27th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Dry,7.58,7.42,7.75,7.92,7.75,7.92
84,Arabica,Colombia,NA,NA,racafe & cia s.c.a,70,kg,138,huila,2014,"April 8th, 2014",Racafe & Cia S.C.A,Caturra,Wet,7.67,7.67,7.5,7.5,7.67,7.67
84,Arabica,Ethiopia,NA,NA,lusso coffee lab,60,kg,50,sidamo,2013,"January 17th, 2014",LUSSO LAB,Other,Dry,7.75,7.75,7.5,7.58,7.67,7.92
84,Arabica,Brazil,fazenda rio verde,ipanema coffees,ipanema coffees,60,kg,320,south of minas,2013/2014,"January 2nd, 2014",Ipanema Coffees,Yellow Bourbon,Dry,7.58,7.83,7.67,7.25,8,7.75
84,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,270,cauca,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Wet,7.67,7.83,7.67,7.75,7.67,7.75
84,Arabica,Kenya,NA,nkg/ck/hc/ss/kccm,ibero kenya limited,60,kg,300,blend,2012,"March 8th, 2013",Ibero Kenya Limited,SL34,Wet,7.67,7.83,7.5,7.75,7.92,7.67
84,Arabica,Thailand,doi tung development project,doi tung development project,mae fah luang foundation,1,kg,2,thailand,2012,"June 21st, 2012",Doi Tung Development Project,Other,Wet,7.92,8.17,8.17,8.42,8.08,8.17
84,Arabica,Kenya,-,NA,taylor winch (coffee) ltd,9000,kg,150,central kenya,2012,"May 31st, 2012",Taylor Winch (Coffee) Ltd.,SL28,Wet,7.67,7.75,7.67,7.75,7.83,7.67
84,Arabica,Uganda,NA,bukonzo joint cfs,bukonzo joint cfs,60,kg,320,kasese,2012,"February 13th, 2012",AFCA,Other,Wet,7.92,7.75,7.58,7.67,7.67,7.83
83.92,Arabica,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,60,kg,320,south of minas,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Dry,7.5,7.75,7.58,7.5,7.58,7.5
83.92,Arabica,Mexico,cafetal,cafes tomari sa de cv,cafes tomari sa de cv,69,kg,200,veracruz,2017,"July 3rd, 2017",CAFES TOMARI SA DE CV,Mundo Novo,Wet,7.83,7.83,7.58,7.92,7.42,7.5
83.92,Arabica,Thailand,saveg coffee farm,dry mill,intercof 1978 group company limited,40,kg,45,chiangrai,2015,"October 18th, 2016",Sarawut Premjit,Catimor,Dry,7.67,7.75,7.5,7.67,7.67,7.83
83.92,Arabica,Brazil,capoeirinha,dry mill,ipanema coffees,60,kg,320,south of minas,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Dry,7.58,7.67,7.67,7.75,7.58,7.83
83.92,Arabica,Taiwan,tsoustructive garden 鄒築園,tsoustructive garden 鄒築園,taiwan coffee laboratory,50,kg,20,"leye, alishan township, chiayi county 嘉義阿里山樂野村",2015,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Wet,7.83,7.75,7.83,7.75,7.83,7.75
83.92,Arabica,Taiwan,very famous intl.名門義理國際股份有限公司,very famous intl.名門義理國際股份有限公司,宸嶧國際,2,kg,1,台灣,2014,"November 7th, 2015",CQI Taiwan ICP CQI台灣合作夥伴,NA,Dry,7.75,7.75,7.58,7.75,7.75,7.67
83.92,Arabica,Colombia,NA,NA,federacion nacional de cafeteros,2,kg,275,huila,2015,"August 18th, 2015",Federacion Nacional de Cafeteros,NA,Wet,7.92,7.67,7.5,7.83,7.58,7.67
83.92,Arabica,Colombia,NA,NA,federacion nacional de cafeteros,2,kg,275,huila,2014,"March 12th, 2015",Federacion Nacional de Cafeteros,NA,Wet,7.83,7.75,7.58,7.58,7.75,7.75
83.92,Arabica,Colombia,NA,NA,racafe & cia s.c.a,70,kg,275,huila,2014,"December 12th, 2014",Racafe & Cia S.C.A,Caturra,Wet,7.75,7.58,7.67,7.83,7.83,7.67
83.92,Arabica,Taiwan,神谷山莊園,神谷山莊園,宸嶧國際,60,kg,10,台中和平區,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,8,7.92,7.92,7.92,7.67,7.33
83.92,Arabica,Colombia,NA,trilladora boananza,ecom cca sa,70,kg,250,santander,2014,"January 17th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Dry,7.67,7.83,7.67,7.75,7.67,7.83
83.92,Arabica,Mexico,finca cuetzalingo,xicotepec de juarez,agro xicotepec 2000,1,kg,48,xicotepec de juarez,2012,"July 3rd, 2012",OSCAR ORTEGA CARBALLO,Typica,Wet,7.67,7.75,7.58,7.67,7.75,7.83
83.92,Arabica,Mexico,finca sant rosa,agroindustrias unidas de mexico,ecomtrading,1,kg,250,la concordia,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Wet,7.5,7.67,7.58,7.83,7.75,7.75
83.92,Arabica,Mexico,comunidad la yerbabuena,cafetaleros de la yerbabuena spr de rl,organizaciones de productores de cafe colimense sa de cv,1,kg,20,la yerbabuena,2012,"April 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Wet,7.75,7.92,7.83,7.92,7.75,7.67
83.83,Arabica,Colombia,NA,cartago,carcafe ltda,70,kg,275,nariño,2017,"June 30th, 2017",CARCAFE LTDA CI,Caturra,Wet,7.92,7.58,7.5,7.83,7.58,7.67
83.83,Arabica,Costa Rica,gamboa,beneficio montañas del diamante,"ceca,s.a.",69,kg,275,tarrazu,2015,"June 6th, 2016","CECA, S.A.",Caturra,Wet,7.67,7.67,7.75,7.67,7.5,7.75
83.83,Arabica,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",69,kg,100,antigua,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Bourbon,Wet,7.75,7.75,7.5,7.75,7.83,7.58
83.83,Arabica,Brazil,rio verde,ipanema comercial e exportadora sa,ipanema coffees,2,kg,320,south of minas,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Dry,7.25,7.58,7.42,8,7.75,7.83
83.83,Arabica,Taiwan,鄉舍咖啡 hometown coffee,鄉舍咖啡 hometown coffee,taiwan coffee laboratory,18,kg,8,"dongshan dist., tainan city 臺南市東山區",2014,"April 30th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Wet,7.67,7.75,7.67,7.75,7.42,7.75
83.83,Arabica,Ethiopia,NA,NA,yasmin coffee plantation plc,60,kg,320,oromia,2014,"March 31st, 2015",yasmin Cofffee Plantation Plc,NA,Dry,7.75,7.75,7.67,7.67,7.58,7.67
83.83,Arabica,Brazil,rio verde,ipanema coffees,ipanema coffees,2,kg,300,south of minas,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Semi-washed,7.67,7.67,7.58,7.5,7.83,8.17
83.83,Arabica,Costa Rica,various,coricafe sa,coricafe s.a.,1,kg,250,central valley,2013,"June 9th, 2014",Eric Thormaehlen,Catuai,Wet,7.83,7.42,7.5,7.83,7.75,7.83
83.83,Arabica,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2014,"May 22nd, 2014",Juan Luis Alvarado Romero,Bourbon,Wet,7.58,7.83,7.33,8,7.58,7.75
83.83,Arabica,Brazil,fazenda rio verde,ipanema coffees,ipanema coffees,60,kg,320,south of minas,2013/2014,"December 26th, 2013",Ipanema Coffees,Yellow Bourbon,Dry,7.92,7.5,7.33,7.67,8.17,7.5
83.83,Arabica,Ecuador,finca el trueno,NA,sultana del cafe inc.,5,lbs,1,"province of manabi, ecuador",2013,"October 4th, 2013",Garet Alban,NA,Dry,7.5,7.67,7.58,7.75,7.83,7.83
83.83,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,2013,"September 3rd, 2013",Exportadora de Cafe Condor S.A,Caturra,Wet,7.67,7.58,7.58,7.83,7.58,7.67
83.83,Arabica,Guatemala,finca el morito,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"April 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.83,7.5,7.83,7.83,7.67
83.83,Arabica,Mexico,predio cañada del encino,colonia baltazar r.leyva mancilla,NA,1,kg,20,petatlan,2012,"July 26th, 2012",FILEMON MENDOZA CAMPOS,Bourbon,Dry,7.67,8,7.67,7.42,7.67,7.5
83.83,Arabica,Mexico,finca santa teresa,agroindustrias unidas de mexico,ecomtrading,1,kg,250,"la concordia, chiapas",2012,"June 6th, 2012",ALFREDO BOJALIL,Pacas,Dry,7.67,7.58,7.5,7.75,7.75,7.75
83.83,Arabica,Brazil,fazenda do sertao,cocarive,exportadora de cafés carmo de minas ltda,1,kg,300,carmo de minas,2011/2012,"December 21st, 2011",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed,7.83,7.83,7.58,7.67,7.5,7.58
83.75,Arabica,Kenya,NA,sasini mills,taylor winch (coffee) ltd,60,kg,200,nyeri,NA,"January 11th, 2018",Kennedy Macharia,SL28,Wet,7.75,7.58,7.5,7.58,7.75,7.75
83.75,Arabica,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,60,kg,320,south of minas,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Dry,7.67,7.67,7.58,7.75,7.67,7.67
83.75,Arabica,Colombia,NA,neiva,carcafe ltda,70,kg,275,huila,2017,"September 28th, 2017",CARCAFE LTDA CI,Caturra,Wet,7.83,7.83,7.58,7.58,7.58,7.58
